VERSION 3
POINT_NUMB ADDR ID                                   TYP MESSAGE                              ALM   EQ  INF   OR  UN  RTU  ASDU       KCONV1       KCONV2  SUPCMD  DC  PR       INIVAL "SUBEST~BAY~DESCRIPTION"
   2515       0 KAW2AL-21RPRT----CmFl                  D NORMAL/SEM_COMUNICAÇÃO                32  144   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KAW2~AL21 13,8kV~Proteção-Falha comunic."
   2516       0 KAW2AL-21RPRT----Sync                  D PERDA_REF.TEMPO/REF.TEMPO_OK          97  144   60    0   E    0     0       1.0000       0.0000       0   0   3       1.0000 "KAW2~AL21 13,8kV~Proteção-Sincronismo"
   2517       0 KAW2AL-22XCCM5237LoDC                  D NORMAL/ALARMADO                        8   75   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL22 13,8kV~Comando DJ-FtaCC-DJ52-37"
   2518       0 KAW2AL-22XCMD5237                      D NORMAL/ALARMADO                        8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL22 13,8kV~Mola descarr.-DJ52-37"
   2519       0 KAW2AL-22RCTF5237Locl                  D REMOTO/LOCAL                          38  141   17    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KAW2~AL22 13,8kV~(43)-Remoto/Local-DJ52-37"
   2520       0 KAW2AL-22XCBO5237Sprv                  D NORMAL/ALARMADO                        8   66   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL22 13,8kV~Bob.abert.-Superv-DJ52-37"
   2521       0 KAW2AL-22XCBC5237Sprv                  D NORMAL/ALARMADO                        8  193   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL22 13,8kV~BobFech-Superv-DJ52-37"
   2522       0 KAW2AL-22TVDJ                          D NORMAL/ALARMADO                        8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL22 13,8kV~Minidisjuntor do TP"
   2523       0 KAW2AL-22XCCX----LoDC                  D NORMAL/ALARMADO                        8  271   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL22 13,8kV~Circ.Abert/Fecham-FtaCC"
   2524       0 KAW2AL-22PSTI--N-Blck                  D DESBLOQUEADO/BLOQUEADO                34   82   34    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KAW2~AL22 13,8kV~(50/51)-Bloqueio-N"
   2525       0 KAW2AL-22RREC----Incl                  D EXCLUÍDO/INCLUÍDO                     36   26    9    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KAW2~AL22 13,8kV~Religador(79)-Inclusão"
   2526       0 KAW2AL-22ZTCO----Incl                  D EXCLUÍDO/INCLUÍDO                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KAW2~AL22 13,8kV~Telecontr-Inclusão"
   2527       0 KAW2AL-22RPRT----Fail                  D SEM_DEFEITO/COM_DEFEITO               42  144    7    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KAW2~AL22 13,8kV~Proteção-Falha"
   2528       0 KAW2AL-22RPRT----CmFl                  D NORMAL/SEM_COMUNICAÇÃO                32  144   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KAW2~AL22 13,8kV~Proteção-Falha comunic."
   2529       0 KAW2AL-22RPRT----Sync                  D PERDA_REF.TEMPO/REF.TEMPO_OK          97  144   60    0   E    0     0       1.0000       0.0000       0   0   3       1.0000 "KAW2~AL22 13,8kV~Proteção-Sincronismo"
   2530       0 KAW2AL-23XCCM5236LoDC                  D NORMAL/ALARMADO                        8   75   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL23 13,8kV~Comando DJ-FtaCC-DJ52-36"
   2531       0 KAW2AL-23XCMD5236                      D NORMAL/ALARMADO                        8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL23 13,8kV~Mola descarr.-DJ52-36"
   2532       0 KAW2AL-23RCTF5236Locl                  D REMOTO/LOCAL                          38  141   17    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KAW2~AL23 13,8kV~(43)-Remoto/Local-DJ52-36"
   2533       0 KAW2AL-23XCBO5236Sprv                  D NORMAL/ALARMADO                        8   66   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL23 13,8kV~Bob.abert.-Superv-DJ52-36"
   2534       0 KAW2AL-23XCBC5236Sprv                  D NORMAL/ALARMADO                        8  193   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL23 13,8kV~BobFech-Superv-DJ52-36"
   2535       0 KAW2AL-23TVDJ                          D NORMAL/ALARMADO                        8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL23 13,8kV~Minidisjuntor do TP"
   2536       0 KAW2AL-23XCCX----LoDC                  D NORMAL/ALARMADO                        8  271   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL23 13,8kV~Circ.Abert/Fecham-FtaCC"
   2537       0 KAW2AL-23PSTI--N-Blck                  D DESBLOQUEADO/BLOQUEADO                34   82   34    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KAW2~AL23 13,8kV~(50/51)-Bloqueio-N"
   2538       0 KAW2AL-23RREC----Incl                  D EXCLUÍDO/INCLUÍDO                     36   26    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KAW2~AL23 13,8kV~Religador(79)-Inclusão"
   2539       0 KAW2AL-23ZTCO----Incl                  D EXCLUÍDO/INCLUÍDO                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KAW2~AL23 13,8kV~Telecontr-Inclusão"
   2540       0 KAW2AL-23RPRT----Fail                  D SEM_DEFEITO/COM_DEFEITO               42  144    7    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KAW2~AL23 13,8kV~Proteção-Falha"
   2541       0 KAW2AL-23RPRT----CmFl                  D NORMAL/SEM_COMUNICAÇÃO                32  144   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KAW2~AL23 13,8kV~Proteção-Falha comunic."
   2542       0 KAW2AL-23RPRT----Sync                  D PERDA_REF.TEMPO/REF.TEMPO_OK          97  144   60    0   E    0     0       1.0000       0.0000       0   0   3       1.0000 "KAW2~AL23 13,8kV~Proteção-Sincronismo"
   2543       0 KAW2AL-24XCCM5235LoDC                  D NORMAL/ALARMADO                        8   75   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL24 13,8kV~Comando DJ-FtaCC-DJ52-35"
   2544       0 KAW2AL-24XCMD5235                      D NORMAL/ALARMADO                        8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL24 13,8kV~Mola descarr.-DJ52-35"
   2545       0 KAW2AL-24RCTF5235Locl                  D REMOTO/LOCAL                          38  141   17    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KAW2~AL24 13,8kV~(43)-Remoto/Local-DJ52-35"
   2546       0 KAW2AL-24XCBO5235Sprv                  D NORMAL/ALARMADO                        8   66   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL24 13,8kV~Bob.abert.-Superv-DJ52-35"
   2547       0 KAW2AL-24XCBC5235Sprv                  D NORMAL/ALARMADO                        8  193   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL24 13,8kV~BobFech-Superv-DJ52-35"
   2548       0 KAW2AL-24TVDJ                          D NORMAL/ALARMADO                        8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL24 13,8kV~Minidisjuntor do TP"
   2549       0 KAW2AL-24XCCX----LoDC                  D NORMAL/ALARMADO                        8  271   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL24 13,8kV~Circ.Abert/Fecham-FtaCC"
   2550       0 KAW2AL-24PSTI--N-Blck                  D DESBLOQUEADO/BLOQUEADO                34   82   34    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KAW2~AL24 13,8kV~(50/51)-Bloqueio-N"
   2551       0 KAW2AL-24RREC----Incl                  D EXCLUÍDO/INCLUÍDO                     36   26    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KAW2~AL24 13,8kV~Religador(79)-Inclusão"
   2552       0 KAW2AL-24ZTCO----Incl                  D EXCLUÍDO/INCLUÍDO                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KAW2~AL24 13,8kV~Telecontr-Inclusão"
   2553       0 KAW2AL-24RPRT----Fail                  D SEM_DEFEITO/COM_DEFEITO               42  144    7    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KAW2~AL24 13,8kV~Proteção-Falha"
   2554       0 KAW2AL-24RPRT----CmFl                  D NORMAL/SEM_COMUNICAÇÃO                32  144   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KAW2~AL24 13,8kV~Proteção-Falha comunic."
   2555       0 KAW2AL-24RPRT----Sync                  D PERDA_REF.TEMPO/REF.TEMPO_OK          97  144   60    0   E    0     0       1.0000       0.0000       0   0   3       1.0000 "KAW2~AL24 13,8kV~Proteção-Sincronismo"
   2556       0 KAW2AL-25XCCM5233LoDC                  D NORMAL/ALARMADO                        8   75   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL25 13,8kV~Comando DJ-FtaCC-DJ52-33"
   2557       0 KAW2AL-25XCMD5233                      D NORMAL/ALARMADO                        8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL25 13,8kV~Mola descarr.-DJ52-33"
   2558       0 KAW2AL-25RCTF5233Locl                  D REMOTO/LOCAL                          38  141   17    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KAW2~AL25 13,8kV~(43)-Remoto/Local-DJ52-33"
   2559       0 KAW2AL-25XCBO5233Sprv                  D NORMAL/ALARMADO                        8   66   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL25 13,8kV~Bob.abert.-Superv-DJ52-33"
   2673       0 KAW2AL-25XCBC5233Sprv                  D NORMAL/ALARMADO                        8  193   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL25 13,8kV~BobFech-Superv-DJ52-33"
   2674       0 KAW2AL-25TVDJ                          D NORMAL/ALARMADO                        8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL25 13,8kV~Minidisjuntor do TP"
   2675       0 KAW2AL-25XCCX----LoDC                  D NORMAL/ALARMADO                        8  271   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL25 13,8kV~Circ.Abert/Fecham-FtaCC"
   2676       0 KAW2AL-25PSTI--N-Blck                  D DESBLOQUEADO/BLOQUEADO                34   82   34    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KAW2~AL25 13,8kV~(50/51)-Bloqueio-N"
   2677       0 KAW2AL-25RREC----Incl                  D EXCLUÍDO/INCLUÍDO                     36   26    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KAW2~AL25 13,8kV~Religador(79)-Inclusão"
   2678       0 KAW2AL-25ZTCO----Incl                  D EXCLUÍDO/INCLUÍDO                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KAW2~AL25 13,8kV~Telecontr-Inclusão"
   2679       0 KAW2AL-25RPRT----Fail                  D SEM_DEFEITO/COM_DEFEITO               42  144    7    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KAW2~AL25 13,8kV~Proteção-Falha"
   2680       0 KAW2AL-25RPRT----CmFl                  D NORMAL/SEM_COMUNICAÇÃO                32  144   42    0   E    0     0       1.0000       0.0000       0   1   3       1.0000 "KAW2~AL25 13,8kV~Proteção-Falha comunic."
   2681       0 KAW2AL-25RPRT----Sync                  D PERDA_REF.TEMPO/REF.TEMPO_OK          97  144   60    0   E    0     0       1.0000       0.0000       0   0   3       1.0000 "KAW2~AL25 13,8kV~Proteção-Sincronismo"
   2682       0 KAW2AL-26XCCM5232LoDC                  D NORMAL/ALARMADO                        8   75   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL26 13,8kV~Comando DJ-FtaCC-DJ52-32"
   2683       0 KAW2AL-26XCMD5232                      D NORMAL/ALARMADO                        8   74    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL26 13,8kV~Mola descarr.-DJ52-32"
   2684       0 KAW2AL-26RCTF5232Locl                  D REMOTO/LOCAL                          38  141   17    0   E    0     0       1.0000       0.0000       0   2   2       1.0000 "KAW2~AL26 13,8kV~(43)-Remoto/Local-DJ52-32"
   2685       0 KAW2AL-26XCBO5232Sprv                  D NORMAL/ALARMADO                        8   66   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL26 13,8kV~Bob.abert.-Superv-DJ52-32"
   2686       0 KAW2AL-26XCBC5232Sprv                  D NORMAL/ALARMADO                        8  193   31    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL26 13,8kV~BobFech-Superv-DJ52-32"
   2687       0 KAW2AL-26TVDJ                          D NORMAL/ALARMADO                        8  236    0    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL26 13,8kV~Minidisjuntor do TP"
   2688       0 KAW2AL-26XCCX----LoDC                  D NORMAL/ALARMADO                        8  271   14    0   E    0     0       1.0000       0.0000       0   1   1       1.0000 "KAW2~AL26 13,8kV~Circ.Abert/Fecham-FtaCC"
   2689       0 KAW2AL-26PSTI--N-Blck                  D DESBLOQUEADO/BLOQUEADO                34   82   34    0   E    0     0       1.0000       0.0000       0   1   2       1.0000 "KAW2~AL26 13,8kV~(50/51)-Bloqueio-N"
   2690       0 KAW2AL-26RREC----Incl                  D EXCLUÍDO/INCLUÍDO                     36   26    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KAW2~AL26 13,8kV~Religador(79)-Inclusão"
   2691       0 KAW2AL-26ZTCO----Incl                  D EXCLUÍDO/INCLUÍDO                     36   50    9    0   E    0     0       1.0000       0.0000       0   2   2       0.0000 "KAW2~AL26 13,8kV~Telecontr-Inclusão"
